J7point(N)

3.404,0.308

1.0,2.5,1.0,2.5

1,20080703105950 ,0.177
2,20080703115950 ,-0.342
3,20080703125950 ,-0.136
4,20080703135950 ,-1.776
5,20080703145950 ,-0.135
6,20080703155950 ,2.191
7,20080703165950 ,2.495
8,20080703175950 ,-2.283
9,20080703185950 ,0.051
10,20080703195950 ,0.372
11,20080703205950 ,0.949
12,20080703215950 ,-0.228
13,20080703225950 ,0.259
14,20080703235950 ,0.005
15,20080704005950 ,-0.075
16,20080704015950 ,-2.384
17,20080704025950 ,-0.044
18,20080704035950 ,-1.494
19,20080704045950 ,0.087
20,20080704055950 ,-2.216
21,20080704065950 ,-1.707
22,20080704155950 ,2.288
23,20080704165950 ,2.675
24,20080704175950 ,-1.58
25,20080704185950 ,0.427
26,20080704195950 ,1.044
27,20080704205950 ,0.82
28,20080704215950 ,0.163
29,20080704225950 ,0.158
30,20080704235950 ,-0.121
31,20080705005950 ,0.317
32,20080705015950 ,-1.034
33,20080705025950 ,-0.897
34,20080705035950 ,-0.636
35,20080705045950 ,-0.43
36,20080705055950 ,-1.447
37,20080705065950 ,-0.462
38,20080705075950 ,-0.817
39,20080705085950 ,0.287
40,20080705095950 ,-1.486
41,20080705105950 ,0.24
42,20080705115950 ,-0.215
43,20080705125950 ,-0.251
44,20080705135950 ,-1.572
45,20080705145950 ,0.754
46,20080705155950 ,2.455
47,20080705165950 ,1.433
48,20080705175950 ,1.689
49,20080705215950 ,1.689
50,20080705224920 ,1.689
51,20080706015950 ,1.689
52,20080706023650 ,1.689
53,20080706035950 ,1.689
54,20080706045950 ,1.689
55,20080706055950 ,1.689
56,20080706065950 ,1.689
57,20080707025950 ,1.689
58,20080707035950 ,-0.398
59,20080707045950 ,-0.808
60,20080707055950 ,-1.146
61,20080707065950 ,-0.394
62,20080707075950 ,-0.923
63,20080707085950 ,0.426
64,20080707095950 ,-1.378
65,20080707105950 ,0.367
66,20080707115950 ,-0.568
67,20080707125950 ,-0.358
68,20080707135950 ,-0.971
69,20080707145950 ,1.546
70,20080707155950 ,2.892
71,20080707165950 ,0.993
72,20080707175950 ,-0.29
73,20080707185950 ,-0.368
74,20080707195950 ,3.879
75,20080707205950 ,-1.024
76,20080707215950 ,0.527
77,20080707225950 ,0.921
78,20080707235950 ,1.271
79,20080708005955 ,-0.412
80,20080708015950 ,-0.037
81,20080708025950 ,-0.96
82,20080708035950 ,-0.784
83,20080708041840 ,-3.046
84,20080708115950 ,-1.931
85,20080708125950 ,0.076
86,20080708135950 ,-1.02
87,20080708145950 ,1.623
88,20080708155950 ,2.751
89,20080708165950 ,0.963
90,20080708175950 ,-0.02
91,20080708185950 ,-0.532
92,20080708195950 ,5.691
