1,DF1,471514.6892,3831333.191,0
2,DF1,471936.7111,3831340.176,0
3,DF1,471936.7111,3830842.835,0
4,DF1,471522.8045,3830842.835,0
8,XL1,473829.628,3830339.282,0
9,XL1,473993.4674,3830148.832,0
5,0XL1,471433.8499,3830635.218,0
6,XL1,473262.3624,3830621.41,0
7,XL1,473578.2359,3830515.259,0
10,XL1,474090.1006,3829975.929,0
11,DF2,472440.3623,3831389.739,0
12,DF2,472613.2379,3831389.739,0
13,DF2,472613.2379,3831200.649,0
14,DF2,473131.8648,3831200.649,0
15,DF2,473131.8648,3830826.582,0
16,DF2,472781.9972,3830826.582,0
17,DF2,472781.9972,3831040.335,0
18,DF2,472440.3623,3831040.335,0
19,TF1-3,472970.4514,3831814.709,0
20,TF1-3,473266.5199,3831783.766,0
21,TF1-3,473273.4048,3831474.337,0
22,TF1-3,472977.3363,3831505.28,0
28,LD1,472831.8637,3830567.732,0
29,LD2,472964.2284,3830220.89,0
30,LD3,472928.6658,3829891.327,0
31,TF2-6,473328.6315,3831205.884,0
32,TF2-6,473305.0765,3830845.186,0
33,TF2-6,473874.3235,3830821.662,0
34,TF2-6,473874.3235,3831213.726,0
35,TF2-6,473646.6247,3831484.25,0
36,TF2-6,473485.6652,3831484.25,0
37,TF2-6,473485.6652,3831264.694,0
38,0GL1-50,471579.9597,3831775.114,0
39,GL1,473341.4336,3832004.347,0
40,GL1,473574.8021,3831989.834,0
41,GL1,473772.2549,3831954.415,0
42,GL1,473937.5729,3831907.521,0
43,GL1,474059.7232,3831862.011,0
44,GL1,474160.5397,3831816.92,0
45,GL1,474245.6892,3831773.095,0
46,GL1,474353.1426,3831709.575,0
47,GL1,474478.9089,3831622.104,0
48,GL1,474564.3353,3831553.378,0
49,GL1,474632.3497,3831492.407,0
50,GL1,474734.8098,3831388.19,0
