B48H109193
A01
36499463.18,636881.7875
36499320.19,636615.96
36499211.9175,636205.9465
36499383.385,635408.98525
36499409.8,635388.6445
36499436.8725,635286.47525
36499413.57,635268.99925
36499396.21,635233.28175
36499565.6475,635056.48975
36499685.9825,635039.131
36499755.15,634999.9015
36499932.945,634905.8525
36499943.1825,634904.44025
36500079.1675,634480.48075
36500208.045,634460.403
36500327.8875,634497.72
36500713.0625,634490.49925
36500702.43,634461.0615
36500530.655,633582.91725
36500801.05,632694.02525
36500847.6475,632732.27175
36501205.9,632806.4875
36501436.0075,632754.55925
36501519.985,632633.6505
36501555.525,632600.6985
36501599.1875,632559.74425
36501370.355,632168.9975
36500991.3175,631619.3225
36501359.2525,631540.5175
36501025.3475,631469.8125
36500750.6525,631298.02
36500745.755,631234.365
36500569.1075,630979.94
36500792.5075,630794.2025
36500590.28,630654.16
36500614.6725,630273.35
36500571.9025,630261.89275
36500419.885,630198.225
36499899.8975,630371.9175
36499508.63,630393.5275
36499385.72,630357.287
36499267.3325,630380.9275
36499322.25,630946.73575
36499339.97,631060.525
36499153.6875,631473.41075
36499015.5,631786.59925
36498740.28,631888.908
36498576.4975,631880.07025
36498188.155,631915.3275
36498089.4975,631942.36
36497714.7225,632036.3475
36497699.51,632035.56825
36497651.4125,632036.3375
36497461.3375,631997.865
36497207.3725,631997.465
36497124.54,631993.763
36496796.21,632004.4175
36496692.1975,632159.8595
36496665.0425,632359.85175
36496647.835,632397.14
36496483.5375,632512.9775
36496252.145,632621.4025
36496224.3175,632636.265
36496216.25,632640.69
36496111.67,632751.01775
36496026.8675,632752.7325
36495815.0625,632705.91
36495646.6475,632646.1425
36495605.8,632621.7575
36495555.4075,632631.5275
36495520.505,632651.57
36495452.6375,632710.02
36494964.475,632853.08
36494960.165,632852.4625
36494663.6575,632862.3475
36494480.4575,632976.755
36494441.2325,633131.5475
36494340.8675,633164.615
36493875.395,633750.53
36493932.565,633984.6
36494619.615,634389.8725
36495160.925,634571.935
36495196.3025,634579.19
